331821868,1,3,-2.193838,1.6094531,8.977731
331821878,1,3,-2.3830445,1.3352234,9.529782
331821888,1,3,-2.396217,1.2945081,9.860295
331821897,1,3,-2.6321266,1.4621594,10.003997
331821907,1,3,-3.1111305,1.4238391,9.9644785
331821917,1,3,-3.2943494,1.219065,10.07465
331821927,1,3,-3.629652,1.2549902,10.528506
331821937,1,3,-4.085903,1.0490185,10.518926
331821947,1,3,-4.2296047,1.3400134,10.236314
331821957,1,3,-4.204457,1.6836988,9.764495
331821967,1,3,-4.355343,1.7160316,9.410031
331821976,1,3,-4.60203,1.5783179,9.279503
331821986,1,3,-4.493057,1.2322376,9.475895
331821996,1,3,-4.1948767,1.3112732,9.336984
331822006,1,3,-4.030818,1.3028907,9.212442
331822016,1,3,-3.9457946,1.22146,9.135802
331822026,1,3,-3.8308337,1.0645862,8.960965
331822036,1,3,-3.732638,1.1064991,8.667576
331822046,1,3,-3.747008,1.3340259,8.193362
331822056,1,3,-3.8559813,1.3998889,7.9598475
331822065,1,3,-3.9038818,1.465752,7.940687
331822075,1,3,-3.913462,1.4693445,7.848479
331822085,1,3,-3.822451,1.3998889,7.8616514
331822095,1,3,-3.66917,1.3723462,7.938292
331822105,1,3,-3.6679723,1.3627661,8.0580435
331822115,1,3,-3.6356397,1.2046949,8.122708
331822125,1,3,-3.69312,1.2957056,8.135881
331822135,1,3,-3.9014869,1.3807287,8.066425
331822144,1,3,-4.064348,1.5938855,7.867639
331822154,1,3,-4.103866,1.5962806,7.852072
331822164,1,3,-4.2080493,1.5040723,7.926317
331822174,1,3,-4.133804,1.3675561,7.8736267
331822184,1,3,-3.8954992,1.3196558,8.000563
331822194,1,3,-3.6847374,1.3915063,8.255632
331822204,1,3,-3.4620008,1.4418018,8.322693
331822214,1,3,-3.3997302,1.6525635,8.222102
331822223,1,3,-3.4428406,1.8357825,8.007748
331822233,1,3,-3.3350646,1.8537451,7.7814183
331822243,1,3,-3.1889684,1.8705102,7.662865
331822253,1,3,-3.109933,1.7399817,7.7179503
331822263,1,3,-3.1674132,1.5663428,7.65089
331822273,1,3,-2.9877868,1.4885046,7.5766444
331822283,1,3,-2.906356,1.5747254,7.379055
331822293,1,3,-2.6608667,1.8609302,7.0748878
331822303,1,3,-2.6536818,1.9375708,6.891669
331822312,1,3,-2.8129504,1.7471668,6.9611244
331822322,1,3,-2.9662316,1.4226416,7.0820727
331822332,1,3,-3.1278956,1.3388159,7.1527257
331822342,1,3,-2.9279113,1.5495776,7.157516
331822352,1,3,-2.76984,1.6010705,7.2437367
331822362,1,3,-2.635719,1.6693286,6.9922595
331822372,1,3,-2.5387206,1.3795313,6.898854
331822382,1,3,-2.5782385,1.1304492,6.605464
331822391,1,3,-2.7279272,0.9675879,6.058202
331822401,1,3,-2.7255323,1.2011023,5.1864147
331822411,1,3,-2.9350965,1.2142749,4.4259963
331822421,1,3,-2.994972,0.81789917,3.803291
331822431,1,3,-3.0237122,0.23710693,3.2931519
331822441,1,3,-2.7518775,-0.7388635,3.1207104
331822451,1,3,-2.2369483,-2.278861,2.7878027
331822461,1,3,-1.658551,-4.5457473,2.701582
331822470,1,3,-0.7688013,-6.41506,3.0249097
331822480,1,3,-0.53289187,-7.923922,4.5517344
331822490,1,3,-0.22872436,-8.584948,6.246211
331822500,1,3,0.7220984,-8.952583,6.556366
331822510,1,3,1.0322534,-8.511899,6.533613
331822520,1,3,0.23111938,-8.732242,6.4917006
331822530,1,3,-0.7831714,-9.342971,6.483318
331822540,1,3,-0.37482056,-8.816067,5.7205043
331822550,1,3,0.1580713,-8.649613,3.6607873
331822559,1,3,-1.5148499,-9.219627,3.4380505
331822569,1,3,-3.0213172,-11.703263,4.355343
331822579,1,3,-1.6573535,-12.715158,3.9493873
331822589,1,3,0.23590942,-10.328522,4.5062294
331822599,1,3,-0.28620484,-11.04104,6.7970653
331822609,1,3,-0.47062135,-11.688892,6.4174547
331822619,1,3,0.031135254,-10.779983,4.472699
331822629,1,3,-1.0466236,-10.557246,4.3924656
331822638,1,3,-1.8968555,-10.657837,5.363646
331822648,1,3,-2.6812243,-12.124786,5.7863674
331822658,1,3,-2.7075696,-12.973821,5.6642213
331822668,1,3,-1.780697,-11.655362,5.2750306
331822678,1,3,-1.5459851,-10.207573,4.811594
331822688,1,3,-2.2417383,-10.285412,4.538562
331822698,1,3,-2.689607,-11.755954,3.3985326
331822708,1,3,-2.7375073,-12.213402,3.6392322
331822717,1,3,-2.278861,-12.800182,3.5889368
331822727,1,3,-1.900448,-12.57984,2.6908045
331822737,1,3,-1.2058923,-12.034973,1.162782
